-- Seed: -6244207999796636337 --
974259890233344 MILLISECONDS    : 270627747h:17m:13s:344ms
25330757146066944 MILLISECONDS  : 7036321429h:27m:46s:944ms
911907257258409984 MILLISECONDS : 253307571460h:40m:09s:984ms
4 SECONDS                       : 0h:00m:04s
264 SECONDS                     : 0h:04m:24s
15048 SECONDS                   : 4h:10m:48s
1188792 SECONDS                 : 330h:13m:12s
101047320 SECONDS               : 28068h:42m
8487974880 SECONDS              : 2357770h:48m
653574065760 SECONDS            : 181548351h:36m
35946573616800 SECONDS          : 9985159338h
3558710788063200 SECONDS        : 988530774462h
320283970925688000 SECONDS      : 88967769701580h
4 MINUTES                       : 0h:04m
320 MINUTES                     : 5h:20m
29440 MINUTES                   : 490h:40m
2119680 MINUTES                 : 35328h
156856320 MINUTES               : 2614272h
4391976960 MINUTES              : 73199616h
140543262720 MINUTES            : 2342387712h
3232495042560 MINUTES           : 53874917376h
119602316574720 MINUTES         : 1993371942912h
9687787642552320 MINUTES        : 161463127375872h
571579470910586880 MINUTES      : 9526324515176448h
6 HOURS                         : 6h
420 HOURS                       : 420h
420 HOURS                       : 420h
37380 HOURS                     : 37380h
2168040 HOURS                   : 2168040h
13008240 HOURS                  : 13008240h
533337840 HOURS                 : 533337840h
35733635280 HOURS               : 35733635280h
1750948128720 HOURS             : 1750948128720h
64785080762640 HOURS            : 64785080762640h
5377161703299120 HOURS          : 5377161703299120h
10754323406598240 HOURS         : 10754323406598240h
494698876703519040 HOURS        : 494698876703519040h
6 DAYS                          : 144h
150 DAYS                        : 3600h
14550 DAYS                      : 349200h
1149450 DAYS                    : 27586800h
83909850 DAYS                   : 2013836400h
167819700 DAYS                  : 4027672800h
7719706200 DAYS                 : 185272948800h
331947366600 DAYS               : 7966736798400h
28879420894200 DAYS             : 693106101460800h
317673629836200 DAYS            : 7624167116068800h
17789723270827200 DAYS          : 426953358499852800h
978434779895496000 DAYS         : ERROR: 978434779895496000 DAYS is too large to represent in HOURS

Using: com.thesonofthom.tools.TimeFormatter tf = new com.thesonofthom.tools.TimeFormatter(java.util.concurrent.TimeUnit$1.NANOSECONDS, java.util.concurrent.TimeUnit$6.HOURS, true, false);
8 NANOSECONDS                   : 8ns
200 NANOSECONDS                 : 200ns
10600 NANOSECONDS               : 10us:600ns
159000 NANOSECONDS              : 159us:000ns
2385000 NANOSECONDS             : 2ms:385us:000ns
52470000 NANOSECONDS            : 52ms:470us:000ns
1574100000 NANOSECONDS          : 1s:574ms:100us:000ns
47223000000 NANOSECONDS         : 47s:223ms:000us:000ns
4438962000000 NANOSECONDS       : 1h:13m:58s:962ms:000us:000ns
22194810000000 NANOSECONDS      : 6h:09m:54s:810ms:000us:000ns
1842169230000000 NANOSECONDS    : 511h:42m:49s:230ms:000us:000ns
152900046090000000 NANOSECONDS  : 42472h:14m:06s:090ms:000us:000ns
4434101336610000000 NANOSECONDS : 1231694h:48m:56s:610ms:000us:000ns
6 MICROSECONDS                  : 6us:000ns
246 MICROSECONDS                : 246us:000ns
18942 MICROSECONDS              : 18ms:942us:000ns
1193346 MICROSECONDS            : 1s:193ms:346us:000ns
54893916 MICROSECONDS           : 54s:893ms:916us:000ns
768514824 MICROSECONDS          : 12m:48s:514ms:824us:000ns
59944156272 MICROSECONDS        : 16h:39m:04s:156ms:272us:000ns
179832468816 MICROSECONDS       : 49h:57m:12s:468ms:816us:000ns
8811790971984 MICROSECONDS      : 2447h:43m:10s:971ms:984us:000ns
581578204150944 MICROSECONDS    : 161549h:30m:04s:150ms:944us:000ns
38384161473962304 MICROSECONDS  : 10662267h:04m:33s:962ms:304us:000ns
1995976396646039808 MICROSECONDS: 554437887h:57m:26s:039ms:808us:000ns
7 MILLISECONDS                  : 7ms:000us:000ns
56 MILLISECONDS                 : 56ms:000us:000ns
2296 MILLISECONDS               : 2s:296ms:000us:000ns
13776 MILLISECONDS              : 13s:776ms:000us:000ns
922992 MILLISECONDS             : 15m:22s:992ms:000us:000ns
15690864 MILLISECONDS           : 4h:21m:30s:864ms:000us:000ns
329508144 MILLISECONDS          : 91h:31m:48s:144ms:000us:000ns
10214752464 MILLISECONDS        : 2837h:25m:52s:464ms:000us:000ns
459663860880 MILLISECONDS       : 127684h:24m:20s:880ms:000us:000ns
24821848487520 MILLISECONDS     : 6894957h:54m:47s:520ms:000us:000ns
1340379818326080 MILLISECONDS   : 372327727h:18m:46s:080ms:000us:000ns
132697602014281920 MILLISECONDS : 36860445003h:58m:01s:920ms:000us:000ns
7961856120856915200 MILLISECONDS: 2211626700238h:01m:55s:200ms:000us:000ns
1 SECONDS                       : 1s:000ms:000us:000ns
12 SECONDS                      : 12s:000ms:000us:000ns
816 SECONDS                     : 13m:36s:000ms:000us:000ns
2448 SECONDS                    : 40m:48s:000ms:000us:000ns
36720 SECONDS                   : 10h:12m:00s:000ms:000us:000ns
1689120 SECONDS                 : 469h:12m:00s:000ms:000us:000ns
96279840 SECONDS                : 26744h:24m:00s:000ms:000us:000ns
5776790400 SECONDS              : 1604664h:00m:00s:000ms:000us:000ns
179080502400 SECONDS            : 49744584h:00m:00s:000ms:000us:000ns
1611724521600 SECONDS           : 447701256h:00m:00s:000ms:000us:000ns
153113829552000 SECONDS         : 42531619320h:00m:00s:000ms:000us:000ns
9033715943568000 SECONDS        : 2509365539880h:00m:00s:000ms:000us:000ns
9033715943568000 SECONDS        : 2509365539880h:00m:00s:000ms:000us:000ns
117438307266384000 SECONDS      : 32621752018440h:00m:00s:000ms:000us:000ns
5637038748786432000 SECONDS     : 1565844096885120h:00m:00s:000ms:000us:000ns
5 MINUTES                       : 5m:00s:000ms:000us:000ns
190 MINUTES                     : 3h:10m:00s:000ms:000us:000ns
5320 MINUTES                    : 88h:40m:00s:000ms:000us:000ns
329840 MINUTES                  : 5497h:20m:00s:000ms:000us:000ns
29685600 MINUTES                : 494760h:00m:00s:000ms:000us:000ns
1365537600 MINUTES              : 22758960h:00m:00s:000ms:000us:000ns
13655376000 MINUTES             : 227589600h:00m:00s:000ms:000us:000ns
204830640000 MINUTES            : 3413844000h:00m:00s:000ms:000us:000ns
6964241760000 MINUTES           : 116070696000h:00m:00s:000ms:000us:000ns
348212088000000 MINUTES         : 5803534800000h:00m:00s:000ms:000us:000ns
2437484616000000 MINUTES        : 40624743600000h:00m:00s:000ms:000us:000ns
63374600016000000 MINUTES       : 1056243333600000h:00m:00s:000ms:000us:000ns
4119349001040000000 MINUTES     : 68655816684000000h:00m:00s:000ms:000us:000ns
3 HOURS                         : 3h:00m:00s:000ms:000us:000ns
213 HOURS                       : 213h:00m:00s:000ms:000us:000ns
5112 HOURS                      : 5112h:00m:00s:000ms:000us:000ns
373176 HOURS                    : 373176h:00m:00s:000ms:000us:000ns
20151504 HOURS                  : 20151504h:00m:00s:000ms:000us:000ns
1712877840 HOURS                : 1712877840h:00m:00s:000ms:000us:000ns
90782525520 HOURS               : 90782525520h:00m:00s:000ms:000us:000ns
8533557398880 HOURS             : 8533557398880h:00m:00s:000ms:000us:000ns
8533557398880 HOURS             : 8533557398880h:00m:00s:000ms:000us:000ns
128003360983200 HOURS           : 128003360983200h:00m:00s:000ms:000us:000ns
128003360983200 HOURS           : 128003360983200h:00m:00s:000ms:000us:000ns
4224110912445600 HOURS          : 4224110912445600h:00m:00s:000ms:000us:000ns
101378661898694400 HOURS        : 101378661898694400h:00m:00s:000ms:000us:000ns
4257903799745164800 HOURS       : 4257903799745164800h:00m:00s:000ms:000us:000ns
3 DAYS                          : 72h:00m:00s:000ms:000us:000ns
93 DAYS                         : 2232h:00m:00s:000ms:000us:000ns
372 DAYS                        : 8928h:00m:00s:000ms:000us:000ns
17856 DAYS                      : 428544h:00m:00s:000ms:000us:000ns
767808 DAYS                     : 18427392h:00m:00s:000ms:000us:000ns
13820544 DAYS                   : 331693056h:00m:00s:000ms:000us:000ns
138205440 DAYS                  : 3316930560h:00m:00s:000ms:000us:000ns
6357450240 DAYS                 : 152578805760h:00m:00s:000ms:000us:000ns
565813071360 DAYS               : 13579513712640h:00m:00s:000ms:000us:000ns
53186428707840 DAYS             : 1276474288988160h:00m:00s:000ms:000us:000ns
4095355010503680 DAYS           : 98288520252088320h:00m:00s:000ms:000us:000ns
180195620462161920 DAYS         : 4324694891091886080h:00m:00s:000ms:000us:000ns

Using: com.thesonofthom.tools.TimeFormatter tf = new com.thesonofthom.tools.TimeFormatter(java.util.concurrent.TimeUnit$1.NANOSECONDS, java.util.concurrent.TimeUnit$6.HOURS, true, true);
4 NANOSECONDS                   : 0h:00m:00s:000ms:000us:004ns
96 NANOSECONDS                  : 0h:00m:00s:000ms:000us:096ns
9216 NANOSECONDS                : 0h:00m:00s:000ms:009us:216ns
534528 NANOSECONDS              : 0h:00m:00s:000ms:534us:528ns
35813376 NANOSECONDS            : 0h:00m:00s:035ms:813us:376ns
358133760 NANOSECONDS           : 0h:00m:00s:358ms:133us:760ns
29725102080 NANOSECONDS         : 0h:00m:29s:725ms:102us:080ns
297251020800 NANOSECONDS        : 0h:04m:57s:251ms:020us:800ns
7431275520000 NANOSECONDS       : 2h:03m:51s:275ms:520us:000ns
587070766080000 NANOSECONDS     : 163h:04m:30s:766ms:080us:000ns
49901015116800000 NANOSECONDS   : 13861h:23m:35s:116ms:800us:000ns
1147723347686400000 NANOSECONDS : 318812h:02m:27s:686ms:400us:000ns
8 MICROSECONDS                  : 0h:00m:00s:000ms:008us:000ns
304 MICROSECONDS                : 0h:00m:00s:000ms:304us:000ns
24016 MICROSECONDS              : 0h:00m:00s:024ms:016us:000ns
888592 MICROSECONDS             : 0h:00m:00s:888ms:592us:000ns
64867216 MICROSECONDS           : 0h:01m:04s:867ms:216us:000ns
3178493584 MICROSECONDS         : 0h:52m:58s:493ms:584us:000ns
38141923008 MICROSECONDS        : 10h:35m:41s:923ms:008us:000ns
1868954227392 MICROSECONDS      : 519h:09m:14s:227ms:392us:000ns
108399345188736 MICROSECONDS    : 30110h:55m:45s:188ms:736us:000ns
1842788868208512 MICROSECONDS   : 511885h:47m:48s:208ms:512us:000ns
103196176619676672 MICROSECONDS : 28665604h:36m:59s:676ms:672us:000ns
6 MILLISECONDS                  : 0h:00m:00s:006ms:000us:000ns
480 MILLISECONDS                : 0h:00m:00s:480ms:000us:000ns
6720 MILLISECONDS               : 0h:00m:06s:720ms:000us:000ns
114240 MILLISECONDS             : 0h:01m:54s:240ms:000us:000ns
3541440 MILLISECONDS            : 0h:59m:01s:440ms:000us:000ns
297480960 MILLISECONDS          : 82h:38m:00s:960ms:000us:000ns
2974809600 MILLISECONDS         : 826h:20m:09s:600ms:000us:000ns
32722905600 MILLISECONDS        : 9089h:41m:45s:600ms:000us:000ns
2257880486400 MILLISECONDS      : 627189h:01m:26s:400ms:000us:000ns
180630438912000 MILLISECONDS    : 50175121h:55m:12s:000ms:000us:000ns
13186022040576000 MILLISECONDS  : 3662783900h:09m:36s:000ms:000us:000ns
26372044081152000 MILLISECONDS  : 7325567800h:19m:12s:000ms:000us:000ns
2426228055465984000 MILLISECONDS: 673952237629h:26m:24s:000ms:000us:000ns
2 SECONDS                       : 0h:00m:02s:000ms:000us:000ns
162 SECONDS                     : 0h:02m:42s:000ms:000us:000ns
8910 SECONDS                    : 2h:28m:30s:000ms:000us:000ns
302940 SECONDS                  : 84h:09m:00s:000ms:000us:000ns
14541120 SECONDS                : 4039h:12m:00s:000ms:000us:000ns
552562560 SECONDS               : 153489h:36m:00s:000ms:000us:000ns
24312752640 SECONDS             : 6753542h:24m:00s:000ms:000us:000ns
1677579932160 SECONDS           : 465994425h:36m:00s:000ms:000us:000ns
132528814640640 SECONDS         : 36813559622h:24m:00s:000ms:000us:000ns
530115258562560 SECONDS         : 147254238489h:36m:00s:000ms:000us:000ns
7421613619875840 SECONDS        : 2061559338854h:24m:00s:000ms:000us:000ns
408188749093171200 SECONDS      : 113385763636992h:00m:00s:000ms:000us:000ns
0 MINUTES                       : 0h:00m:00s:000ms:000us:000ns
54 MINUTES                      : 0h:54m:00s:000ms:000us:000ns
1350 MINUTES                    : 22h:30m:00s:000ms:000us:000ns
62100 MINUTES                   : 1035h:00m:00s:000ms:000us:000ns
3912300 MINUTES                 : 65205h:00m:00s:000ms:000us:000ns
207351900 MINUTES               : 3455865h:00m:00s:000ms:000us:000ns
4561741800 MINUTES              : 76029030h:00m:00s:000ms:000us:000ns
269142766200 MINUTES            : 4485712770h:00m:00s:000ms:000us:000ns
23953706191800 MINUTES          : 399228436530h:00m:00s:000ms:000us:000ns
982101953863800 MINUTES         : 16368365897730h:00m:00s:000ms:000us:000ns
67765034816602200 MINUTES       : 1129417246943370h:00m:00s:000ms:000us:000ns
474355243716215400 MINUTES      : 7905920728603590h:00m:00s:000ms:000us:000ns
1423065731148646200 MINUTES     : 23717762185810770h:00m:00s:000ms:000us:000ns
7 HOURS                         : 7h:00m:00s:000ms:000us:000ns
273 HOURS                       : 273h:00m:00s:000ms:000us:000ns
18837 HOURS                     : 18837h:00m:00s:000ms:000us:000ns
376740 HOURS                    : 376740h:00m:00s:000ms:000us:000ns
1883700 HOURS                   : 1883700h:00m:00s:000ms:000us:000ns
150696000 HOURS                 : 150696000h:00m:00s:000ms:000us:000ns
8740368000 HOURS                : 8740368000h:00m:00s:000ms:000us:000ns
69922944000 HOURS               : 69922944000h:00m:00s:000ms:000us:000ns
1048844160000 HOURS             : 1048844160000h:00m:00s:000ms:000us:000ns
27269948160000 HOURS            : 27269948160000h:00m:00s:000ms:000us:000ns
2372485489920000 HOURS          : 2372485489920000h:00m:00s:000ms:000us:000ns
54567166268160000 HOURS         : 54567166268160000h:00m:00s:000ms:000us:000ns
436537330145280000 HOURS        : 436537330145280000h:00m:00s:000ms:000us:000ns
3492298641162240000 HOURS       : 3492298641162240000h:00m:00s:000ms:000us:000ns
0 DAYS                          : 0h:00m:00s:000ms:000us:000ns
31 DAYS                         : 744h:00m:00s:000ms:000us:000ns
2232 DAYS                       : 53568h:00m:00s:000ms:000us:000ns
216504 DAYS                     : 5196096h:00m:00s:000ms:000us:000ns
12990240 DAYS                   : 311765760h:00m:00s:000ms:000us:000ns
389707200 DAYS                  : 9352972800h:00m:00s:000ms:000us:000ns
30786868800 DAYS                : 738884851200h:00m:00s:000ms:000us:000ns
2216654553600 DAYS              : 53199709286400h:00m:00s:000ms:000us:000ns
146299200537600 DAYS            : 3511180812902400h:00m:00s:000ms:000us:000ns
4827873617740800 DAYS           : 115868966825779200h:00m:00s:000ms:000us:000ns
434508625596672000 DAYS         : ERROR: 434508625596672000 DAYS is too large to represent in HOURS
8690172511933440000 DAYS        : ERROR: 8690172511933440000 DAYS is too large to represent in HOURS

Using: com.thesonofthom.tools.TimeFormatter tf = new com.thesonofthom.tools.TimeFormatter(java.util.concurrent.TimeUnit$1.NANOSECONDS, java.util.concurrent.TimeUnit$5.MINUTES, false, false);
2 NANOSECONDS                   : 2ns
198 NANOSECONDS                 : 198ns
17424 NANOSECONDS               : 17us:424ns
1568160 NANOSECONDS             : 1ms:568us:160ns
109771200 NANOSECONDS           : 109ms:771us:200ns
5159246400 NANOSECONDS          : 5s:159ms:246us:400ns
407580465600 NANOSECONDS        : 6m:47s:580ms:465us:600ns
22009345142400 NANOSECONDS      : 366m:49s:345ms:142us:400ns
1122476602262400 NANOSECONDS    : 18707m:56s:602ms:262us:400ns
108880230419452800 NANOSECONDS  : 1814670m:30s:419ms:452us:800ns
5335131290553187200 NANOSECONDS : 88918854m:50s:553ms:187us:200ns
8 MICROSECONDS                  : 8us
232 MICROSECONDS                : 232us
3480 MICROSECONDS               : 3ms:480us
107880 MICROSECONDS             : 107ms:880us
7659480 MICROSECONDS            : 7s:659ms:480us
758288520 MICROSECONDS          : 12m:38s:288ms:520us
72037409400 MICROSECONDS        : 1200m:37s:409ms:400us
3385758241800 MICROSECONDS      : 56429m:18s:241ms:800us
182830945057200 MICROSECONDS    : 3047182m:25s:057ms:200us
14260813714461600 MICROSECONDS  : 237680228m:34s:461ms:600us
713040685723080000 MICROSECONDS : 11884011428m:43s:080ms
5 MILLISECONDS                  : 5ms
440 MILLISECONDS                : 440ms
24200 MILLISECONDS              : 24s:200ms
459800 MILLISECONDS             : 7m:39s:800ms
38623200 MILLISECONDS           : 643m:43s:200ms
1235942400 MILLISECONDS         : 20599m:02s:400ms
91459737600 MILLISECONDS        : 1524328m:57s:600ms
7865537433600 MILLISECONDS      : 131092290m:33s:600ms
346083647078400 MILLISECONDS    : 5768060784m:38s:400ms
12112927647744000 MILLISECONDS  : 201882127462m:24s
520855888852992000 MILLISECONDS : 8680931480883m:12s
3 SECONDS                       : 3s
78 SECONDS                      : 1m:18s
7254 SECONDS                    : 120m:54s
145080 SECONDS                  : 2418m
2466360 SECONDS                 : 41106m
180044280 SECONDS               : 3000738m
8642125440 SECONDS              : 144035424m
259263763200 SECONDS            : 4321062720m
2333373868800 SECONDS           : 38889564480m
25667112556800 SECONDS          : 427785209280m
641677813920000 SECONDS         : 10694630232000m
16683623161920000 SECONDS       : 278060386032000m
1368057099277440000 SECONDS     : 22800951654624000m
2 MINUTES                       : 2m
122 MINUTES                     : 122m
366 MINUTES                     : 366m
24888 MINUTES                   : 24888m
